Date & Time,sku,name,brand,Average Rating,Rating Count,Sponsered,price,Sales Price,Express,Rank,Link
2024-12-29 18:02:16,Z798FC1A11A054EC807C5Z,Longchamp Wome,Longchamp,NA,NA,Y,399.90,179.90,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-mini-makeup-bag-handbag-shoulder-bag-black-classic-strapless/Z798FC1A11A054EC807C5Z/p/?o=z798fc1a11a054ec807c5z-1
2024-12-29 18:02:18,Z418087CAC07977787D7BZ,Splicing Yoga Bloc,Folanry EVA Cork,NA,NA,Y,56.80,46.20,Y,NA,https://www.noon.com/uae-en/eva-cork-splicing-yoga-block-2-pack-22-8x15-2x7-6cm-high-density-double-sided-anti-slip-wear-resistant-yoga-brick-with-comfortable-edge-to-improve-balance-strength-and-flexibility/Z418087CAC07977787D7BZ/p/?o=z418087cac07977787d7bz-1
2024-12-29 18:02:18,ZE5D7520215AA49D4ED49Z,Resistance Loop B,TYCOM Tycom,5.0,3,Y,49,28.60,Y,NA,https://www.noon.com/uae-en/tycom-resistance-loop-bands-resistance-exercise-bands-set-workout-bands-flex-bands-for-home-fitness-stretching-strength-training-physical-therapy-yoga/ZE5D7520215AA49D4ED49Z/p/?o=ze5d7520215aa49d4ed49z-1
2024-12-29 18:02:20,Z1D3ADA6357558909323FZ,Balanced Body ME,Balanced Body,NA,NA,N,"21,000","21,000",Y,NA,https://www.noon.com/uae-en/balanced-body-metro-iq-reformer-bundle-advanced-high-tech-pilates-reformer-with-smart-features-for-full-body-fitness-core-training-and-home-or-studio-workouts/Z1D3ADA6357558909323FZ/p/?o=z1d3ada6357558909323fz-1
2024-12-29 18:02:21,Z30D4CCA1797EC4F25257Z,Pilates Reformer Pi,Other Manufacturer,NA,NA,N,"5,053","4,999",Y,NA,https://www.noon.com/uae-en/pilates-reformer-pilates-dirac-loft-bed-yoga-bed-home-commercial-fitness-equipment/Z30D4CCA1797EC4F25257Z/p/?o=z30d4cca1797ec4f25257z-1
2024-12-29 18:02:22,ZA20A29558D85EF0EDB9EZ,Longchamp wome,Longchamp,NA,NA,Y,399.90,156.85,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-navy-blue-classic-style-topic/ZA20A29558D85EF0EDB9EZ/p/?o=za20a29558d85ef0edb9ez-1
2024-12-29 18:02:23,Z1FFBA90CF03B4E1CDF5CZ,EVA Foam Roller f,MahMir Mahmir®,3.4,3,Y,29.95,29.95,Y,NA,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=z1ffba90cf03b4e1cdf5cz-1
2024-12-29 18:02:24,ZE94894E319EC24478F43Z,Longchamp wome,Longchamp,NA,NA,Y,399.90,156.85,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-black-classic-style/ZE94894E319EC24478F43Z/p/?o=ze94894e319ec24478f43z-1
2024-12-29 18:02:26,ZC252AE4B171F6F4B24C7Z,COOLBABY Pilates,Cool Baby Style,NA,NA,N,"4,779","3,910",Y,NA,https://www.noon.com/uae-en/coolbaby-pilates-reformer-pilates-multifunctional-yoga-bed-pilates-core-bed-fitness-equipment-pilates-training-bed-strength-adjustment-solid-wood/ZC252AE4B171F6F4B24C7Z/p/?o=zc252ae4b171f6f4b24c7z-1
2024-12-29 18:02:28,Z3C8FFE396E1C4B2EFA2DZ,Bed Yoga Studio Pi,Generic Pilates Yoga,NA,NA,N,"2,500","1,569",Y,NA,https://www.noon.com/uae-en/pilates-yoga-bed-yoga-studio-pilates-core-bed-pilates-training-bed-strength-adjustment-stainless-steel-yoga-training-bed/Z3C8FFE396E1C4B2EFA2DZ/p/?o=z3c8ffe396e1c4b2efa2dz-1
2024-12-29 18:02:28,Z3FC10B9FD90B6EEE796CZ,COOLBABY Pilates,Cool Baby Style,NA,NA,N,"5,422","4,365",N,NA,https://www.noon.com/uae-en/coolbaby-pilates-reformer-pilates-core-bed-yoga-bed-sports-aluminum-alloy-material-home-stretch-home-stretch-training-fitness-equipment-folding-model/Z3FC10B9FD90B6EEE796CZ/p/?o=z3fc10b9fd90b6eee796cz-1
2024-12-29 18:02:29,Z24E1B5B4FDE8BB5C6111Z,Mat with Carrying ,Bernessi 8MM Yoga,4.8,66,N,165,69.90,Y,NA,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1
2024-12-29 18:02:30,Z714F3CFBAE5CFA36FAC1Z,COOLBABY Pilates,Cool Baby Style,NA,NA,N,"5,053","4,999",Y,NA,https://www.noon.com/uae-en/coolbaby-pilates-core-bed-yoga-bed-sports-solid-wood-pilates-equipment-home-stretch-home-stretch-training-fitness-equipment-foldable/Z714F3CFBAE5CFA36FAC1Z/p/?o=z714f3cfbae5cfa36fac1z-1
2024-12-29 18:02:31,ZD7445E31DDB7FA7F9DA9Z,"Slip Socks, Women",Fazza 3 Pairs Non,4.0,1,Y,75,48.40,Y,NA,https://www.noon.com/uae-en/3-pairs-non-slip-socks-women-fashion-all-season-socks-sports-casual-simple-striped-colors-for-pilates-yoga-barre-ballet-dance-fitness-football-mid-tube-socks-free-size/ZD7445E31DDB7FA7F9DA9Z/p/?o=zd7445e31ddb7fa7f9da9z-1
2024-12-29 18:02:32,Z549615CC1C4033D14D98Z,Nnewvante Silk Sl,NNEWVANTE,3.5,5,Y,35.95,23.90,Y,NA,https://www.noon.com/uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1
2024-12-29 18:02:34,ZCE5BCC82B1881A523CD9Z,Reformer Pilates S,Generic Pilates,NA,NA,N,"3,089","2,729",Y,NA,https://www.noon.com/uae-en/pilates-reformer-pilates-solid-wood-ladder-bucket-yoga-body-sculpting-slimming-home-fitness-equipment/ZCE5BCC82B1881A523CD9Z/p/?o=zce5bcc82b1881a523cd9z-1
2024-12-29 18:02:35,Z84E79009D86BEC82134CZ,Bed Yoga Studio Pi,Generic Pilates Yoga,5.0,1,N,"1,999","1,599",Y,NA,https://www.noon.com/uae-en/pilates-yoga-bed-yoga-studio-pilates-core-bed-pilates-training-bed-strength-adjustment-stainless-steel-yoga-training-bed/Z84E79009D86BEC82134CZ/p/?o=z84e79009d86bec82134cz-1
2024-12-29 18:02:36,Z15F5C5E12DEF48215DDBZ,Dirac Loft Bed Yog,Generic Pilates,NA,NA,N,"4,999","3,709",N,NA,https://www.noon.com/uae-en/pilates-dirac-loft-bed-yoga-bed-home-commercial-fitness-equipment/Z15F5C5E12DEF48215DDBZ/p/?o=z15f5c5e12def48215ddbz-1
2024-12-29 18:02:36,Z3C8FFE396E1C4B2EFA2DZ,Bed Yoga Studio Pi,Generic Pilates Yoga,NA,NA,Y,"2,500","1,569",Y,NA,https://www.noon.com/uae-en/pilates-yoga-bed-yoga-studio-pilates-core-bed-pilates-training-bed-strength-adjustment-stainless-steel-yoga-training-bed/Z3C8FFE396E1C4B2EFA2DZ/p/?o=z3c8ffe396e1c4b2efa2dz-1
2024-12-29 18:02:38,ZB0ABF4DF8F76F9BEE598Z,bags Standing pun,Generic Punching,5.0,3,N,599,599,Y,NA,https://www.noon.com/uae-en/punching-bags-standing-punching-bags-are-available-for-families-of-adults-or-children/ZB0ABF4DF8F76F9BEE598Z/p/?o=zb0abf4df8f76f9bee598z-1
2024-12-29 18:02:38,N20034889A,Exercise Mat With ,Generic Anti-Tear,4.3,1.6K,N,37.35,37.35,Y,NA,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap/N20034889A/p/?o=f2d873be1dd8236b
2024-12-29 18:02:39,Z143BA04D58F71AF3CC94Z,Mat for Women an,GROIC Fitness Yoga,5.0,7,N,200,87.40,Y,NA,https://www.noon.com/uae-en/fitness-yoga-mat-for-women-and-men-large-4mm-thick-68-inch-24-inch-non-slip-exercise-mats-w-70-printed-yoga-poses-for-pilates-workout-and-stretching-home-and-gym-essentials/Z143BA04D58F71AF3CC94Z/p/?o=z143ba04d58f71af3cc94z-1
2024-12-29 18:02:41,Z603FF8FD1BFB572D8D9FZ,for Women and Me,URbazaar Yoga Mat,4.7,3,Y,69.90,50.90,Y,NA,https://www.noon.com/uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1
2024-12-29 18:02:43,Z3C8DAF40330507AC95A4Z,Tote Bag Large Siz,LACOSTE Lacoste,NA,NA,Y,299,152.75,Y,NA,https://www.noon.com/uae-en/lacoste-tote-bag-large-size-black-color/Z3C8DAF40330507AC95A4Z/p/?o=z3c8daf40330507ac95a4z-1
2024-12-29 18:02:43,Z4F92579021C1CA25613BZ,Align-Pilates Leg E,Align-Pilates,NA,NA,Y,250,230,N,NA,https://www.noon.com/uae-en/align-pilates-leg-extensions-for-r8-pro-pilates-reformer/Z4F92579021C1CA25613BZ/p/?o=z4f92579021c1ca25613bz-1
2024-12-29 18:02:45,ZE63C373AD23090CCA010Z,Align-Pilates Pro Si,Align-Pilates,NA,NA,N,"1,690","1,400",N,NA,https://www.noon.com/uae-en/align-pilates-pro-sitting-box-for-reformers-comfortable-durable-pilates-accessory-versatile-exercise-support-black/ZE63C373AD23090CCA010Z/p/?o=ze63c373ad23090cca010z-1
2024-12-29 18:02:46,Z30868C98E61D2ABA2621Z,EVA Foam Roller f,MahMir Mahmir®,4.0,8,Y,29.95,29.95,Y,NA,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=z30868c98e61d2aba2621z-1
2024-12-29 18:02:47,ZC374CA1934FE13616230Z,Pilates Reformer Pi,Cool Baby Style,NA,NA,N,"2,299","1,899",Y,NA,https://www.noon.com/uae-en/pilates-reformer-pilates-stable-chair-balance-trainer-multifunctional-fitness-equipment/ZC374CA1934FE13616230Z/p/?o=zc374ca1934fe13616230z-1
2024-12-29 18:02:48,Z8CEEC76F0B9EC0122F38Z,Longchamp Le Plia,Longchamp,5.0,4,N,164.90,164.90,Y,NA,https://www.noon.com/uae-en/longchamp-le-pliage-original-large-navy-tote-bag-for-women-l1899089p68/Z8CEEC76F0B9EC0122F38Z/p/?o=z8ceec76f0b9ec0122f38z-1
2024-12-29 18:02:49,ZC2E7099EE4B3E0414D39Z,"Kit, Durable Pilates",GROIC Pilates Bar,NA,NA,N,200,82.95,Y,NA,https://www.noon.com/uae-en/pilates-bar-kit-durable-pilates-bar-kit-with-125-lbs-resistance-bands-for-women-men-with-workout-guide-perfect-for-beginner-pilates-equipment-for-home-gym-travel-office-use/ZC2E7099EE4B3E0414D39Z/p/?o=zc2e7099ee4b3e0414d39z-1
2024-12-29 18:02:51,Z212ACDF2F7760CD34A11Z,Mat with Carrying ,Bernessi 8MM Yoga,5.0,4,N,180,61.25,Y,NA,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-light-pink-black-color/Z212ACDF2F7760CD34A11Z/p/?o=z212acdf2f7760cd34a11z-1
2024-12-29 18:02:51,N16718794A,Mat,Emfil Anti Skid Yoga,4.5,387,N,30.05,30.05,Y,NA,https://www.noon.com/uae-en/anti-skid-yoga-mat/N16718794A/p/?o=a5c620b3ccf5175a
2024-12-29 18:02:53,Z806209A62BA1D05C47E5Z,Longchamp Le Plia,Longchamp,5.0,4,N,164.90,164.90,Y,NA,https://www.noon.com/uae-en/longchamp-le-pliage-original-large-black-tote-bag-with-handle-for-women-l1899089001/Z806209A62BA1D05C47E5Z/p/?o=z806209a62ba1d05c47e5z-1
2024-12-29 18:02:55,Z26D85EAC144F1FA830BDZ,Mat for Home Wor,Vparty Thick Yoga,5.0,3,N,69.95,59.90,N,NA,https://www.noon.com/uae-en/thick-yoga-mat-for-home-workout-183x61x0-6cm-non-slip-exercise-fitness-yoga-mats-eco-friendly-tpe-exercise-mats-for-home-workout-with-strap-carrying-bag/Z26D85EAC144F1FA830BDZ/p/?o=z26d85eac144f1fa830bdz-1
2024-12-29 18:02:56,ZA63BF70F800CF9C3D86DZ,Longchamp Wome,Longchamp,NA,NA,Y,399.90,399.90,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-mini-makeup-bag-handbag-shoulder-bag-steel-grey-classic/ZA63BF70F800CF9C3D86DZ/p/?o=za63bf70f800cf9c3d86dz-1
2024-12-29 18:02:56,Z02D819D2E69D3C19F2C0Z,- 10Mm - Red,Adidas Training Mat,NA,NA,N,195,132,Y,NA,https://www.noon.com/uae-en/training-mat-10mm-red/Z02D819D2E69D3C19F2C0Z/p/?o=z02d819d2e69d3c19f2c0z-1
2024-12-29 18:02:58,Z4F92579021C1CA25613BZ,Align-Pilates Leg E,Align-Pilates,NA,NA,N,250,230,N,NA,https://www.noon.com/uae-en/align-pilates-leg-extensions-for-r8-pro-pilates-reformer/Z4F92579021C1CA25613BZ/p/?o=z4f92579021c1ca25613bz-1
2024-12-29 18:02:58,ZFC2F5FDADFE479BB0DF4Z,Mat 6mm with Alig,RIGID FITNESS Yoga,5.0,10,N,95,95,Y,NA,https://www.noon.com/uae-en/yoga-mat-6mm-with-alignments-anti-slip-tpe-yoga-mat-with-carry-bag-precision-alignment-lines-lightweight-durable-for-all-fitness-exercises-thick-training-mat-183-66cm-green/ZFC2F5FDADFE479BB0DF4Z/p/?o=zfc2f5fdadfe479bb0df4z-1
2024-12-29 18:02:59,ZE94894E319EC24478F43Z,Longchamp wome,Longchamp,NA,NA,N,399.90,156.85,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-black-classic-style/ZE94894E319EC24478F43Z/p/?o=ze94894e319ec24478f43z-1
2024-12-29 18:03:00,Z32CADD1858C6D6393BC3Z,Yoga Sports and E,Eworld Anti-slip,NA,NA,N,34.95,34.95,Y,NA,https://www.noon.com/uae-en/anti-slip-yoga-sports-and-exercise-mat-with-carrying-strap-water-repellent-moisture-proof-for-home-and-gym-grey/Z32CADD1858C6D6393BC3Z/p/?o=z32cadd1858c6d6393bc3z-1
2024-12-29 18:03:01,Z2130DCBA24F1310809F6Z,Mat for Women an,GROIC Fitness Yoga,5.0,1,N,200,90.70,Y,NA,https://www.noon.com/uae-en/fitness-yoga-mat-for-women-and-men-large-4mm-thick-68-inch-24-inch-non-slip-exercise-mats-w-70-printed-yoga-poses-for-pilates-workout-and-stretching-home-and-gym-essentials/Z2130DCBA24F1310809F6Z/p/?o=z2130dcba24f1310809f6z-1
2024-12-29 18:03:03,Z08D5C014B433E9836595Z,Mat for Home Wor,Vparty Thick Yoga,NA,NA,N,69.95,59.90,N,NA,https://www.noon.com/uae-en/thick-yoga-mat-for-home-workout-183x61x0-6cm-non-slip-exercise-fitness-yoga-mats-eco-friendly-tpe-exercise-mats-for-home-workout-with-strap-carrying-bag/Z08D5C014B433E9836595Z/p/?o=z08d5c014b433e9836595z-1
2024-12-29 18:03:03,ZE3FFF1B6FFB81E419224Z,Fitness Exercise B,ZCM-HAPPY Yoga,5.0,2,Y,55,33,Y,NA,https://www.noon.com/uae-en/yoga-fitness-exercise-ball-with-air-pump-75cm/ZE3FFF1B6FFB81E419224Z/p/?o=ze3fff1b6ffb81e419224z-1
2024-12-29 18:03:04,ZFC4F2BC1E9DC7B33305BZ,Ankle Weights Set ,Qiccijoo Qiccijoo,NA,NA,Y,89,89,Y,NA,https://www.noon.com/uae-en/qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue/ZFC4F2BC1E9DC7B33305BZ/p/?o=zfc4f2bc1e9dc7b33305bz-1
2024-12-29 18:03:05,Z24E1B5B4FDE8BB5C6111Z,Mat with Carrying ,Bernessi 8MM Yoga,4.8,66,Y,165,69.90,Y,NA,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1
2024-12-29 18:03:07,ZC656414B1613DAAB6747Z,Pear Wander Print ,Prickly Pear Prickly,NA,NA,N,415,275,Y,NA,https://www.noon.com/uae-en/prickly-pear-wander-print-non-slip-4mm-yoga-mat-with-strap-premium-exercise-mat/ZC656414B1613DAAB6747Z/p/?o=zc656414b1613daab6747z-1
2024-12-29 18:03:08,Z3D591942C928706275A9Z,"Cooling Towel, Ice ",Generic 6Pcs,NA,NA,N,99.90,28.30,Y,NA,https://www.noon.com/uae-en/6pcs-cooling-towel-ice-sports-towel-cool-towel-for-instant-cooling-for-yoga-travel-golf-gym-camping-fitness-running-workout-more-activities-31-5-x11-8/Z3D591942C928706275A9Z/p/?o=z3d591942c928706275a9z-1
2024-12-29 18:03:09,ZFE3A2FA4D7500B905162Z,Bag with Water Bo,Generic Yoga Mat,NA,NA,N,99,52.95,Y,NA,https://www.noon.com/uae-en/yoga-mat-bag-with-water-bottle-pocket-and-bottom-wet-compartment-multifunctional-sports-yoga-mat-carrier-and-storage-bag/ZFE3A2FA4D7500B905162Z/p/?o=zfe3a2fa4d7500b905162z-1
2024-12-29 18:03:10,Z27DA01CB188BC45BD1CDZ,Pear Daydream Yo,Prickly Pear Prickly,NA,NA,N,415,275,Y,NA,https://www.noon.com/uae-en/prickly-pear-daydream-yoga-mat-suede-top-non-slip-4mm-premium-yoga-mat-with-suede-top-and-strap-ideal-for-home-or-studio-use/Z27DA01CB188BC45BD1CDZ/p/?o=z27da01cb188bc45bd1cdz-1
2024-12-29 18:03:11,Z603FF8FD1BFB572D8D9FZ,for Women and Me,URbazaar Yoga Mat,4.7,3,N,69.90,50.90,Y,NA,https://www.noon.com/uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1
2024-12-29 18:03:13,Z5B557BA405F39E1C40DEZ,Yoga Mat Anti-Slip ,MahMir MahMir,4.4,23,N,69.95,44.95,Y,NA,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-pink-light-grey/Z5B557BA405F39E1C40DEZ/p/?o=z5b557ba405f39e1c40dez-1
2024-12-29 18:03:15,ZB5FB2AC421C0322DAF7BZ,Bag Canvas Fashio,YQbest Yoga Mat,NA,NA,N,99,46.65,Y,NA,https://www.noon.com/uae-en/yoga-mat-bag-canvas-fashion-with-large-pocket-zipper-fit-most-size-mats-tote-sling-carrier-for-pilates-gym-exercise-fitness-design-3/ZB5FB2AC421C0322DAF7BZ/p/?o=zb5fb2ac421c0322daf7bz-1
2024-12-29 18:03:16,ZC68F4118C301549C5AE6Z,Pear Breathe Deep,Prickly Pear Prickly,NA,NA,N,415,275,Y,NA,https://www.noon.com/uae-en/prickly-pear-breathe-deep-non-slip-4mm-yoga-mat-with-strap-comfortable-fitness-mat/ZC68F4118C301549C5AE6Z/p/?o=zc68f4118c301549c5ae6z-1
2024-12-29 18:03:16,Z8BEBE634C0D4211AB6E4Z,Tote Bag Large Siz,LACOSTE Lacoste,5.0,1,N,299,299,Y,NA,https://www.noon.com/uae-en/lacoste-tote-bag-large-size-navy-blue/Z8BEBE634C0D4211AB6E4Z/p/?o=z8bebe634c0d4211ab6e4z-1
2024-12-29 18:03:18,Z8DE7372A006C4309D78BZ,Socks for Women ,LIMOS Sports Yoga,5.0,13,N,39,39,N,NA,https://www.noon.com/uae-en/sports-yoga-socks-for-women-pack-of-3-pairs/Z8DE7372A006C4309D78BZ/p/?o=z8de7372a006c4309d78bz-1
2024-12-29 18:03:18,Z6744CF0C300C15718ECAZ,Puzzle Exercise Flo,GROIC 12 Pack,3.1,7,N,200,67.55,Y,NA,https://www.noon.com/uae-en/12-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment/Z6744CF0C300C15718ECAZ/p/?o=z6744cf0c300c15718ecaz-1
2024-12-29 18:03:19,Z2900192DEE4F310FC919Z,Bag with Bottom P,GROIC Yoga Mat,4.0,1,N,200,55.65,Y,NA,https://www.noon.com/uae-en/yoga-mat-bag-with-bottom-pocket-exercise-yoga-mat-carrier-multi-functional-storage-bag-yoga-gym-bag-yoga-mat-carrier-bag-for-class-workout-park/Z2900192DEE4F310FC919Z/p/?o=z2900192dee4f310fc919z-1
2024-12-29 18:03:20,ZE4D54B66966654A0570FZ,"Extra Wide 72""x 31.","GROIC Yoga Mat,",NA,NA,N,250,112.95,Y,NA,https://www.noon.com/uae-en/yoga-mat-extra-wide-72-x-31-9-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/ZE4D54B66966654A0570FZ/p/?o=ze4d54b66966654a0570fz-1
2024-12-29 18:03:22,ZA20A29558D85EF0EDB9EZ,Longchamp wome,Longchamp,NA,NA,N,399.90,156.85,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-navy-blue-classic-style-topic/ZA20A29558D85EF0EDB9EZ/p/?o=za20a29558d85ef0edb9ez-1
2024-12-29 18:03:23,Z44D642E0BA0EB1A2E01AZ,"Gym Towel,Ice Tow",Generic Cooling,NA,NA,N,29,24.65,Y,NA,https://www.noon.com/uae-en/cooling-gym-towel-ice-towel-for-neck-and-face-chilly-towel-with-silicone-portable-storage-box-breathable-sweat-towel-for-yoga-running-gym-outdoor-sports-80cm-x-30cm-pink/Z44D642E0BA0EB1A2E01AZ/p/?o=z44d642e0ba0eb1a2e01az-1
2024-12-29 18:03:23,ZA1114CA39AA013453B19Z,Vibrating Foam Rol,Generic Electric,NA,NA,N,270.95,270.95,N,NA,https://www.noon.com/uae-en/electric-vibrating-foam-roller-5-speed-rechargeable-high-density-back-roller-for-exercise-yoga-massage-back-pain-relief-muscle-recovery-physical-therapy-gray/ZA1114CA39AA013453B19Z/p/?o=za1114ca39aa013453b19z-1
2024-12-29 18:03:24,Z3C8DAF40330507AC95A4Z,Tote Bag Large Siz,LACOSTE Lacoste,NA,NA,N,299,152.75,Y,NA,https://www.noon.com/uae-en/lacoste-tote-bag-large-size-black-color/Z3C8DAF40330507AC95A4Z/p/?o=z3c8daf40330507ac95a4z-1
2024-12-29 18:03:24,ZE2F44D040EE0D524F04DZ,Wedge Massage C,Generic Pilates Yoga,NA,NA,N,299,236.65,Y,NA,https://www.noon.com/uae-en/pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/ZE2F44D040EE0D524F04DZ/p/?o=ze2f44d040ee0d524f04dz-1
