Date & Time,sku,name,brand,Average Rating,Rating Count,Sponsered,price,Sales Price,Express,Rank,Link
2024-12-29 18:05:39,Z15D61B8E79FCD0BC2FDCZ,"Cork Block, High ",Teuuea 2 PCS Yoga,NA,NA,N,99.95,55.95,Y,NA,https://www.noon.com/uae-en/2-pcs-yoga-cork-block-high-density-non-slip-natural-cork-yoga-brick-eco-friendly-supportive-exercise-accessory-stability-balance-for-yoga-pilates-stretching-toning-workouts-22-5-14-7-7-5cm/Z15D61B8E79FCD0BC2FDCZ/p/?o=z15d61b8e79fcd0bc2fdcz-1
2024-12-29 18:05:40,ZF2C108B620504F855241Z,and Strap Set,Arabest Yoga Block,NA,NA,N,29.80,29.80,Y,NA,https://www.noon.com/uae-en/yoga-block-and-strap-set/ZF2C108B620504F855241Z/p/?o=zf2c108b620504f855241z-1
2024-12-29 18:05:42,ZCBE37221BDED873009B5Z,Pear Beige Rollabl,Prickly Pear Prickly,NA,NA,N,415,275,Y,NA,https://www.noon.com/uae-en/prickly-pear-beige-rollable-4mm-non-slip-yoga-mat-with-carry-strap-stretching-tool-premium-exercise-mat/ZCBE37221BDED873009B5Z/p/?o=zcbe37221bded873009b5z-1
2024-12-29 18:05:43,Z9D9F31BA336AF3127579Z,Yoga Wheel Yoga ,MahMir MahMir®,NA,NA,N,49.95,36.95,N,NA,https://www.noon.com/uae-en/mahmir-yoga-wheel-yoga-circles-pilates-professional-waist-shape-gym-workout-yoga-wheel-back-training-tool-f-or-fitness-perfect-for-stretching-and-improving-backbends/Z9D9F31BA336AF3127579Z/p/?o=z9d9f31ba336af3127579z-1
2024-12-29 18:05:45,ZB20455FFC8C4AAB72E0EZ,"Kits,Yoga Circle An",RIOXS Yoga Pilates,NA,NA,N,90,59,Y,NA,https://www.noon.com/uae-en/yoga-pilates-kits-yoga-circle-and-yoga-blocks-sets-32cm-yoga-wheel-with-2-pcs-yoga-foam-blocks-for-waist-back-training-durable-professional-pilates-exercise-tools/ZB20455FFC8C4AAB72E0EZ/p/?o=zb20455ffc8c4aab72e0ez-1
2024-12-29 18:05:51,Z798FC1A11A054EC807C5Z,Longchamp Wome,Longchamp,NA,NA,Y,399.90,179.90,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-mini-makeup-bag-handbag-shoulder-bag-black-classic-strapless/Z798FC1A11A054EC807C5Z/p/?o=z798fc1a11a054ec807c5z-1
2024-12-29 18:05:52,Z418087CAC07977787D7BZ,Splicing Yoga Bloc,Folanry EVA Cork,NA,NA,Y,56.80,46.20,Y,NA,https://www.noon.com/uae-en/eva-cork-splicing-yoga-block-2-pack-22-8x15-2x7-6cm-high-density-double-sided-anti-slip-wear-resistant-yoga-brick-with-comfortable-edge-to-improve-balance-strength-and-flexibility/Z418087CAC07977787D7BZ/p/?o=z418087cac07977787d7bz-1
2024-12-29 18:05:53,ZE5D7520215AA49D4ED49Z,Resistance Loop B,TYCOM Tycom,NA,NA,Y,49,28.60,Y,NA,https://www.noon.com/uae-en/tycom-resistance-loop-bands-resistance-exercise-bands-set-workout-bands-flex-bands-for-home-fitness-stretching-strength-training-physical-therapy-yoga/ZE5D7520215AA49D4ED49Z/p/?o=ze5d7520215aa49d4ed49z-1
2024-12-29 18:05:54,Z9F9959795903122BD6DEZ,Mat,PUMA Yoga Training,NA,NA,N,249,139,Y,NA,https://www.noon.com/uae-en/yoga-training-mat/Z9F9959795903122BD6DEZ/p/?o=z9f9959795903122bd6dez-1
2024-12-29 18:05:55,Z5364B7401B46DD83668DZ,Pear Daydream N,Prickly Pear Prickly,NA,NA,N,240,160,Y,NA,https://www.noon.com/uae-en/prickly-pear-daydream-non-slip-suede-top-1mm-travel-yoga-mat-portable-yoga-mat-for-travel/Z5364B7401B46DD83668DZ/p/?o=z5364b7401b46dd83668dz-1
2024-12-29 18:05:57,ZA20A29558D85EF0EDB9EZ,Longchamp wome,Longchamp,NA,NA,Y,399.90,156.85,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-navy-blue-classic-style-topic/ZA20A29558D85EF0EDB9EZ/p/?o=za20a29558d85ef0edb9ez-1
2024-12-29 18:05:57,Z1FFBA90CF03B4E1CDF5CZ,EVA Foam Roller f,MahMir Mahmir®,NA,NA,Y,29.95,29.95,Y,NA,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=z1ffba90cf03b4e1cdf5cz-1
2024-12-29 18:05:58,ZE94894E319EC24478F43Z,Longchamp wome,Longchamp,NA,NA,Y,399.90,156.85,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-large-tote-bag-handbag-shoulder-bag-black-classic-style/ZE94894E319EC24478F43Z/p/?o=ze94894e319ec24478f43z-1
2024-12-29 18:05:59,ZCBE37221BDED873009B5Z,Pear Beige Rollabl,Prickly Pear Prickly,NA,NA,N,415,275,Y,NA,https://www.noon.com/uae-en/prickly-pear-beige-rollable-4mm-non-slip-yoga-mat-with-carry-strap-stretching-tool-premium-exercise-mat/ZCBE37221BDED873009B5Z/p/?o=zcbe37221bded873009b5z-1
2024-12-29 18:05:59,Z537AAA58F5ED089134C9Z,"Abs Workout, Pilat",GROIC Ab Roller for,NA,NA,N,200,110.95,N,NA,https://www.noon.com/uae-en/ab-roller-for-abs-workout-pilates-bar-kit-with-resistance-band-set-exercise-bar-with-ab-roller-yoga-stretching-equipment-core-strength-training-equipment-portable-home-gym-for-men-and-women/Z537AAA58F5ED089134C9Z/p/?o=baf9e48161d15c0d
2024-12-29 18:06:00,Z53EDF0500E5797D7DB9AZ,Commuter Travel ,Manduka The,NA,NA,N,103.55,103.55,Y,NA,https://www.noon.com/uae-en/the-commuter-travel-pouch-standard/Z53EDF0500E5797D7DB9AZ/p/?o=z53edf0500e5797d7db9az-1
2024-12-29 18:06:00,Z798FC1A11A054EC807C5Z,Longchamp Wome,Longchamp,NA,NA,N,399.90,179.90,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-mini-makeup-bag-handbag-shoulder-bag-black-classic-strapless/Z798FC1A11A054EC807C5Z/p/?o=z798fc1a11a054ec807c5z-1
2024-12-29 18:06:01,Z3CC2F8DF718A0CCE6A30Z,"Sport Towel, Cold ",Generic Cooling,NA,NA,N,29,29,Y,NA,https://www.noon.com/uae-en/cooling-sport-towel-cold-technology-fabric-towel-cold-breathable-towel-chilly-rags-for-neck-sweat-towels-for-gym-yoga-golf-tennis-workout-towel-100-30cm/Z3CC2F8DF718A0CCE6A30Z/p/?o=z3cc2f8df718a0cce6a30z-1
2024-12-29 18:06:01,ZD7445E31DDB7FA7F9DA9Z,"Slip Socks, Wome",Fazza 3 Pairs Non,NA,NA,Y,75,48.40,Y,NA,https://www.noon.com/uae-en/3-pairs-non-slip-socks-women-fashion-all-season-socks-sports-casual-simple-striped-colors-for-pilates-yoga-barre-ballet-dance-fitness-football-mid-tube-socks-free-size/ZD7445E31DDB7FA7F9DA9Z/p/?o=zd7445e31ddb7fa7f9da9z-1
2024-12-29 18:06:03,Z549615CC1C4033D14D98Z,Nnewvante Silk Sl,NNEWVANTE,NA,NA,Y,35.95,23.90,Y,NA,https://www.noon.com/uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1
2024-12-29 18:06:04,ZE0945F73B44BF98DDBAEZ,Pear Find Balance ,Prickly Pear Prickly,NA,NA,N,415,275,Y,NA,https://www.noon.com/uae-en/prickly-pear-find-balance-non-slip-suede-top-4mm-yoga-mat-with-carry-strap-premium-exercise-mat/ZE0945F73B44BF98DDBAEZ/p/?o=ze0945f73b44bf98ddbaez-1
2024-12-29 18:06:05,N27330175A,Anti-Slip Yoga Mat ,Fitness World,NA,NA,N,37.80,37.80,Y,NA,https://www.noon.com/uae-en/anti-slip-yoga-mat-with-carry-strap/N27330175A/p/?o=f2f2a89d50d79c1a
2024-12-29 18:06:06,ZE9BC56837C893BAD2931Z,Thick Yoga Mat 8,RIGID FITNESS,NA,NA,N,130.25,95.75,N,NA,https://www.noon.com/uae-en/thick-yoga-mat-8mm-knees-supportive-exercise-mat-for-yoga-pilates-fitness-exercises-and-home-exercise-fitness-mat-non-slip-yoga-gym-mat-with-carrying-bag-183-66cm-gold-black/ZE9BC56837C893BAD2931Z/p/?o=dadfe5916fa2b71e
2024-12-29 18:06:06,Z3C8FFE396E1C4B2EFA2DZ,Yoga Bed Yoga Stu,Generic Pilates,NA,NA,Y,"2,500","1,569",Y,NA,https://www.noon.com/uae-en/pilates-yoga-bed-yoga-studio-pilates-core-bed-pilates-training-bed-strength-adjustment-stainless-steel-yoga-training-bed/Z3C8FFE396E1C4B2EFA2DZ/p/?o=z3c8ffe396e1c4b2efa2dz-1
2024-12-29 18:06:08,ZE5C64310A150DE5C788FZ,SUPERLITE TRAVE,Manduka EKO,NA,NA,N,260,260,N,NA,https://www.noon.com/uae-en/eko-superlite-travel-mat-sprout-gl-71-inch/ZE5C64310A150DE5C788FZ/p/?o=ze5c64310a150de5c788fz-1
2024-12-29 18:06:08,Z2B7C5314964850AA3020Z,"Extra Wide 72.8""x ","GROIC Yoga Mat,",NA,NA,N,250,116.95,Y,NA,https://www.noon.com/uae-en/yoga-mat-extra-wide-72-8-x-31-5-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/Z2B7C5314964850AA3020Z/p/?o=z2b7c5314964850aa3020z-1
2024-12-29 18:06:11,Z680898E008CB4392FEBCZ,Mat 4mm,Gaiam Tie Dye Yoga,NA,NA,N,165,79,Y,NA,https://www.noon.com/uae-en/tie-dye-yoga-mat-4mm/Z680898E008CB4392FEBCZ/p/?o=z680898e008cb4392febcz-1
2024-12-29 18:06:12,Z603FF8FD1BFB572D8D9FZ,for Women and M,URbazaar Yoga Mat,NA,NA,Y,69.90,50.90,Y,NA,https://www.noon.com/uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1
2024-12-29 18:06:13,Z3C8DAF40330507AC95A4Z,Tote Bag Large Siz,LACOSTE Lacoste,NA,NA,Y,299,152.75,Y,NA,https://www.noon.com/uae-en/lacoste-tote-bag-large-size-black-color/Z3C8DAF40330507AC95A4Z/p/?o=z3c8daf40330507ac95a4z-1
2024-12-29 18:06:15,Z4F92579021C1CA25613BZ,Align-Pilates Leg E,Align-Pilates,NA,NA,Y,250,230,N,NA,https://www.noon.com/uae-en/align-pilates-leg-extensions-for-r8-pro-pilates-reformer/Z4F92579021C1CA25613BZ/p/?o=z4f92579021c1ca25613bz-1
2024-12-29 18:06:16,ZEA24FB40EFA91537125FZ,10Mm - Solar Red,Adidas Fitness Mat -,NA,NA,N,195,132,Y,NA,https://www.noon.com/uae-en/fitness-mat-10mm-solar-red/ZEA24FB40EFA91537125FZ/p/?o=zea24fb40efa91537125fz-1
2024-12-29 18:06:18,Z30868C98E61D2ABA2621Z,EVA Foam Roller f,MahMir Mahmir®,NA,NA,Y,29.95,29.95,Y,NA,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=z30868c98e61d2aba2621z-1
2024-12-29 18:06:18,ZF2CCD6E7A482BEF7786BZ,Pilates Trimmer Xt,AXOX Axox Fitness,NA,NA,N,65,49,N,NA,https://www.noon.com/uae-en/axox-fitness-pilates-trimmer-xtra/ZF2CCD6E7A482BEF7786BZ/p/?o=zf2ccd6e7a482bef7786bz-1
2024-12-29 18:06:19,N20034893A,Exercise Mat With ,Generic Anti-Tear,NA,NA,N,34,34,N,NA,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap/N20034893A/p/?o=c06c6668cbbcc5fc
2024-12-29 18:06:21,Z88CD791B59DAD8341238Z,Exercise Equipme,GROIC Pilates Ring,NA,NA,N,200,70.95,N,NA,https://www.noon.com/uae-en/pilates-ring-exercise-equipment-for-inner-outer-thigh-abs-legs-muscle-strength-includes-resistance-bands-for-butt-squat-workout-body-balance-stability-a-yoga-ring-for-men-and-women-fitness/Z88CD791B59DAD8341238Z/p/?o=fb50f4e1a4e45a6c
2024-12-29 18:06:21,ZED5153C7C5C6EB389D42Z,Sided Yoga Mat - 6,Reebok Double,NA,NA,N,131,78,Y,NA,https://www.noon.com/uae-en/double-sided-yoga-mat-6mm/ZED5153C7C5C6EB389D42Z/p/?o=zed5153c7c5c6eb389d42z-1
2024-12-29 18:06:23,Z2B6178E8DCE999B3A6F7Z,"Yoga Mat Non Slip,",BRIGHTLY LABS,NA,NA,N,445,297,Y,NA,https://www.noon.com/uae-en/yoga-mat-non-slip-eco-friendly-pro-exercise-mat-5mm-extra-wide-and-extra-long-ideal-for-all-types-of-yoga-pilates-floor-workouts-best-gift-choice/Z2B6178E8DCE999B3A6F7Z/p/?o=z2b6178e8dce999b3a6f7z-1
2024-12-29 18:06:25,Z8A50111EF09B207B325CZ,Resistance Band P,Generic 25-65 Lbs,NA,NA,N,41.70,38.90,Y,NA,https://www.noon.com/uae-en/25-65-lbs-resistance-band-pull-up-assist-band-heavy-duty-powerlifting-exercise-stretch-bands-for-powerlifting-muscle-toning-yoga-stretch-mobility-black/Z8A50111EF09B207B325CZ/p/?o=z8a50111ef09b207b325cz-1
2024-12-29 18:06:26,ZCDA383E07D4E41E20E4DZ,Rollable 4mm Non,Prickly Pear Ink,NA,NA,N,330,275,Y,NA,https://www.noon.com/uae-en/ink-rollable-4mm-non-slip-yoga-mat-with-carry-strap-stretching-tool/ZCDA383E07D4E41E20E4DZ/p/?o=zcda383e07d4e41e20e4dz-1
2024-12-29 18:06:26,ZA63BF70F800CF9C3D86DZ,Longchamp Wome,Longchamp,NA,NA,Y,399.90,399.90,Y,NA,https://www.noon.com/uae-en/longchamp-women-s-mini-makeup-bag-handbag-shoulder-bag-steel-grey-classic/ZA63BF70F800CF9C3D86DZ/p/?o=za63bf70f800cf9c3d86dz-1
2024-12-29 18:06:28,Z289B3A2E126D59A5F635Z,BEGINNERS KIT P,Gaiam YOGA,NA,NA,N,159,135,Y,NA,https://www.noon.com/uae-en/yoga-beginners-kit-purple/Z289B3A2E126D59A5F635Z/p/?o=z289b3a2e126d59a5f635z-1
2024-12-29 18:06:28,ZD9009A36D21843256005Z,7Mm - Green,Adidas Fitness Mat -,NA,NA,N,155,81,Y,NA,https://www.noon.com/uae-en/fitness-mat-7mm-green/ZD9009A36D21843256005Z/p/?o=zd9009a36d21843256005z-1
2024-12-29 18:06:29,Z1FFBA90CF03B4E1CDF5CZ,EVA Foam Roller f,MahMir Mahmir®,NA,NA,N,29.95,29.95,N,NA,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=f1e97d654c981d3c
2024-12-29 18:06:31,Z6B12C655425DBD6DA0D2Z,Puzzle Exercise Fl,GROIC 16 Pack,NA,NA,N,200,96.60,Y,NA,https://www.noon.com/uae-en/16-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment-black/Z6B12C655425DBD6DA0D2Z/p/?o=z6b12c655425dbd6da0d2z-1
2024-12-29 18:06:32,ZD662F27EA6FC5953FC16Z,Yoga Mat 4mm,Gaiam Marrakesh,NA,NA,N,165,91,Y,NA,https://www.noon.com/uae-en/marrakesh-yoga-mat-4mm/ZD662F27EA6FC5953FC16Z/p/?o=zd662f27ea6fc5953fc16z-1
2024-12-29 18:06:33,N31126816A,With Strap,Generic Yoga Block,NA,NA,N,69.50,65.70,N,NA,https://www.noon.com/uae-en/yoga-block-with-strap/N31126816A/p/?o=a2041e210ce760ba
2024-12-29 18:06:34,ZAE8C2CF4AD119E9007A2Z,Pilates Yoga Wedg,Generic COOLBABY,NA,NA,N,299,269.10,Y,NA,https://www.noon.com/uae-en/coolbaby-pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/ZAE8C2CF4AD119E9007A2Z/p/?o=zae8c2cf4ad119e9007a2z-1
2024-12-29 18:06:35,ZE3FFF1B6FFB81E419224Z,Fitness Exercise B,ZCM-HAPPY Yoga,NA,NA,Y,55,33,Y,NA,https://www.noon.com/uae-en/yoga-fitness-exercise-ball-with-air-pump-75cm/ZE3FFF1B6FFB81E419224Z/p/?o=ze3fff1b6ffb81e419224z-1
2024-12-29 18:06:36,ZFC4F2BC1E9DC7B33305BZ,Ankle Weights Set ,Qiccijoo Qiccijoo,NA,NA,Y,89,89,Y,NA,https://www.noon.com/uae-en/qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue/ZFC4F2BC1E9DC7B33305BZ/p/?o=zfc4f2bc1e9dc7b33305bz-1
2024-12-29 18:06:38,Z24E1B5B4FDE8BB5C6111Z,Mat with Carrying ,Bernessi 8MM Yoga,NA,NA,Y,165,69.90,Y,NA,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1
2024-12-29 18:06:39,Z32D13B61AE4FACD618EAZ,4Mm - Black,Reebok Yoga Mat -,NA,NA,N,95,64,Y,NA,https://www.noon.com/uae-en/yoga-mat-4mm-black/Z32D13B61AE4FACD618EAZ/p/?o=z32d13b61ae4facd618eaz-1
2024-12-29 18:06:41,N20034892A,Exercise Mat With ,Generic Anti-Tear,NA,NA,N,34.35,34.35,Y,NA,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap-60x10cm-60x10cm/N20034892A/p/?o=fc5fc96b5ab2231d
2024-12-29 18:06:41,ZD7445E31DDB7FA7F9DA9Z,"Slip Socks, Wome",Fazza 3 Pairs Non,NA,NA,N,75,48.40,Y,NA,https://www.noon.com/uae-en/3-pairs-non-slip-socks-women-fashion-all-season-socks-sports-casual-simple-striped-colors-for-pilates-yoga-barre-ballet-dance-fitness-football-mid-tube-socks-free-size/ZD7445E31DDB7FA7F9DA9Z/p/?o=zd7445e31ddb7fa7f9da9z-1
2024-12-29 18:06:44,Z523954445F5E9BAB1256Z,1:43 Ferrari F1 car ,Generic 2023 biliao,NA,NA,N,113.50,113.50,N,NA,https://www.noon.com/uae-en/2023-biliao-1-43-ferrari-f1-car-model-f23-metal-racing-toy-simulation-alloy-model-car-wholesale/Z523954445F5E9BAB1256Z/p/?o=z523954445f5e9bab1256z-1
2024-12-29 18:06:46,ZF916E14FCA9CB4379EF7Z,4Mm - Desert Dust,Reebok Yoga Mat -,NA,NA,N,95,64,Y,NA,https://www.noon.com/uae-en/yoga-mat-4mm-desert-dust/ZF916E14FCA9CB4379EF7Z/p/?o=zf916e14fca9cb4379ef7z-1
2024-12-29 18:06:48,Z4EAB1F3B4BA3811C89EBZ,Puzzle Exercise Fl,GROIC 12 Pack,NA,NA,N,200,62.85,Y,NA,https://www.noon.com/uae-en/12-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment-navy-blue/Z4EAB1F3B4BA3811C89EBZ/p/?o=z4eab1f3b4ba3811c89ebz-1
2024-12-29 18:06:48,Z9BE175DFC702F5DF035AZ,5Mm - Red,Reebok Yoga Mat -,NA,NA,N,255,173,Y,NA,https://www.noon.com/uae-en/yoga-mat-5mm-red/Z9BE175DFC702F5DF035AZ/p/?o=z9be175dfc702f5df035az-1
2024-12-29 18:06:49,ZE3AE3C2A87B662CA54F9Z,Premium Tribal Wi,Gaiam 6Mm,NA,NA,N,180,50,Y,NA,https://www.noon.com/uae-en/6mm-premium-tribal-wisdom-yoga-mat/ZE3AE3C2A87B662CA54F9Z/p/?o=ze3ae3c2a87b662ca54f9z-1
2024-12-29 18:06:52,Z060DBE75E874D20C0454Z,Complete Yoga Kit,Go Fitness GoFit,NA,NA,N,164.65,122,Y,NA,https://www.noon.com/uae-en/gofit-complete-yoga-kit-with-yoga-mat-foam-block-strap-yoga-pose-wall-chart-and-carrying-bag/Z060DBE75E874D20C0454Z/p/?o=z060dbe75e874d20c0454z-1
2024-12-29 18:06:53,Z2957E07FF69E6F915427Z,Resistance Bands ,Generic Yoga,NA,NA,N,45,28.80,Y,NA,https://www.noon.com/uae-en/yoga-resistance-bands-for-woman-fitness-resistance-bands-elastic-bands-for-sports-and-training-home-gym-5-pcs/Z2957E07FF69E6F915427Z/p/?o=z2957e07ff69e6f915427z-1
2024-12-29 18:06:54,Z295BA925E0F2CDA5975BZ,"Mat with Comfort, ",Huitich NBR Yoga,NA,NA,N,150,31,Y,NA,https://www.noon.com/uae-en/nbr-yoga-mat-with-comfort-durability-and-style-assorted-colors-183x61x1cm/Z295BA925E0F2CDA5975BZ/p/?o=z295ba925e0f2cda5975bz-1
2024-12-29 18:06:55,ZB78840EF57490BD48D7BZ,Massager Roller F,Generic Round,NA,NA,N,140,140,Y,NA,https://www.noon.com/uae-en/round-massager-roller-for-waist-abdominal-muscles-ring-leg-clip-stovepipe-to-clear-the-meridian-portable-cellulite-massage/ZB78840EF57490BD48D7BZ/p/?o=zb78840ef57490bd48d7bz-1
2024-12-29 18:06:56,Z5B95A4E25D4F219BBF89Z,7Mm - Solar Red,Adidas Fitness Mat -,NA,NA,N,155,105,Y,NA,https://www.noon.com/uae-en/fitness-mat-7mm-solar-red/Z5B95A4E25D4F219BBF89Z/p/?o=z5b95a4e25d4f219bbf89z-1
2024-12-29 18:06:58,Z238CCE1034641B8004B5Z,4Mm - Night Forest,Reebok Yoga Mat -,NA,NA,N,95,64,Y,NA,https://www.noon.com/uae-en/yoga-mat-4mm-night-forest/Z238CCE1034641B8004B5Z/p/?o=z238cce1034641b8004b5z-1
2024-12-29 18:06:59,Z42C275429A69133B7524Z,"Strap, Waist Back ",Anmi Yoga Stretch,NA,NA,N,95,33,Y,NA,https://www.noon.com/uae-en/yoga-stretch-strap-waist-back-leg-stretching-strap-be-suitable-for-fitness-yoga-gymnastics-purple/Z42C275429A69133B7524Z/p/?o=z42c275429a69133b7524z-1
2024-12-29 18:07:00,Z7E9451BC8DAFD1D2386DZ,Pear Non-Slip Sue,Prickly Pear Prickly,NA,NA,N,240,160,Y,NA,https://www.noon.com/uae-en/prickly-pear-non-slip-suede-top-1mm-travel-yoga-mat-ideal-for-travel-workouts/Z7E9451BC8DAFD1D2386DZ/p/?o=z7e9451bc8dafd1d2386dz-1
2024-12-29 18:07:01,ZDAEB34EEE2F38AD13E80Z,Foldable Yoga Tra,Ayeeb Portable,NA,NA,N,399,97,Y,NA,https://www.noon.com/uae-en/portable-foldable-yoga-travel-mat-1mm-100-natural-portugal-cork-surface-eco-friendly-antimicrobial-non-slip-rubber-reverse-versatile-use-for-gym-pilates-fitness-workout-meditation-beach-swimming-pool-carpet-floor-best-gift-to-friends-and-families-ful/ZDAEB34EEE2F38AD13E80Z/p/?o=zdaeb34eee2f38ad13e80z-1
2024-12-29 18:07:03,N20034885A,Fitness Circle Ring,Generic Pilates,NA,NA,N,219,176.25,N,NA,https://www.noon.com/uae-en/pilates-fitness-circle-ring-38-x-38cm/N20034885A/p/?o=c8360f50e9d2d89e
2024-12-29 18:07:05,ZF7292F74D36A11C5FC17Z,Women's Low-Cut ,Generic 6 Pairs,NA,NA,N,51.65,51.55,Y,NA,https://www.noon.com/uae-en/6-pairs-women-s-low-cut-five-finger-toe-socks-with-gel-tab-comfortable-athletic-liner-for-active-lifestyle/ZF7292F74D36A11C5FC17Z/p/?o=zf7292f74d36a11c5fc17z-1
2024-12-29 18:07:06,Z40120C932C5F56D27AA1Z,Mat - 10Mm - Blue,Reebok Training,NA,NA,N,135,91,Y,NA,https://www.noon.com/uae-en/training-mat-10mm-blue/Z40120C932C5F56D27AA1Z/p/?o=z40120c932c5f56d27aa1z-1
2024-12-29 18:07:08,Z30096E1655C026E8A081Z,Non-Slip Yoga Mat,MELA MELA,NA,NA,N,119,79.95,Y,NA,https://www.noon.com/uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-pink/Z30096E1655C026E8A081Z/p/?o=z30096e1655c026e8a081z-1
